           # s        inv_Ta        inv_Tb            Ha            Hb
         # (m)         (1/s)         (1/s)           (m)           (m)
      36.10000    3.1709E-02    0.0000E+00    3.0297E+00    0.0000E+00
      36.20000    2.9535E-02    0.0000E+00    2.9512E+00    0.0000E+00
      36.30000    2.7514E-02    0.0000E+00    2.8743E+00    0.0000E+00
      36.40000    2.5636E-02    0.0000E+00    2.7992E+00    0.0000E+00
      36.50000    2.3892E-02    0.0000E+00    2.7257E+00    0.0000E+00
      36.60000    2.2272E-02    0.0000E+00    2.6538E+00    0.0000E+00
      36.70000    2.0768E-02    0.0000E+00    2.5836E+00    0.0000E+00
      36.80000    1.9372E-02    0.0000E+00    2.5150E+00    0.0000E+00
      36.90000    1.8076E-02    0.0000E+00    2.4480E+00    0.0000E+00
      37.00000    1.6872E-02    0.0000E+00    2.3825E+00    0.0000E+00
      37.10000    1.5755E-02    0.0000E+00    2.3186E+00    0.0000E+00
      37.20000    1.4717E-02    0.0000E+00    2.2561E+00    0.0000E+00
      37.30000    1.3753E-02    0.0000E+00    2.1952E+00    0.0000E+00
      37.40000    1.2858E-02    0.0000E+00    2.1358E+00    0.0000E+00
      37.50000    1.2026E-02    0.0000E+00    2.0778E+00    0.0000E+00
      37.60000    1.1253E-02    0.0000E+00    2.0212E+00    0.0000E+00
      37.70000    1.0534E-02    0.0000E+00    1.9661E+00    0.0000E+00
      37.80000    9.8660E-03    0.0000E+00    1.9124E+00    0.0000E+00
      37.90000    9.2445E-03    0.0000E+00    1.8600E+00    0.0000E+00
      38.00000    8.6662E-03    0.0000E+00    1.8090E+00    0.0000E+00
      38.10000    8.1281E-03    0.0000E+00    1.7593E+00    0.0000E+00
      38.20000    7.8338E-03    0.0000E+00    1.7574E+00    0.0000E+00
      38.30000    7.5624E-03    0.0000E+00    1.7574E+00    0.0000E+00
      38.40000    7.3040E-03    0.0000E+00    1.7574E+00    0.0000E+00
      38.50000    6.8773E-03    0.0000E+00    1.7124E+00    0.0000E+00
      38.60000    6.4718E-03    0.0000E+00    1.6667E+00    0.0000E+00
      38.70000    6.0934E-03    0.0000E+00    1.6223E+00    0.0000E+00
      38.80000    5.7401E-03    0.0000E+00    1.5791E+00    0.0000E+00
      38.90000    5.4102E-03    0.0000E+00    1.5372E+00    0.0000E+00
      39.00000    5.1020E-03    0.0000E+00    1.4964E+00    0.0000E+00
      39.10000    4.8140E-03    0.0000E+00    1.4567E+00    0.0000E+00
      39.20000    4.5448E-03    0.0000E+00    1.4183E+00    0.0000E+00
      39.30000    4.2931E-03    0.0000E+00    1.3809E+00    0.0000E+00
      39.40000    4.0576E-03    0.0000E+00    1.3447E+00    0.0000E+00
      39.50000    3.8373E-03    0.0000E+00    1.3095E+00    0.0000E+00
      39.60000    3.6311E-03    0.0000E+00    1.2755E+00    0.0000E+00
      39.70000    3.4381E-03    0.0000E+00    1.2425E+00    0.0000E+00
      39.80000    3.2573E-03    0.0000E+00    1.2105E+00    0.0000E+00
      39.90000    3.0880E-03    0.0000E+00    1.1796E+00    0.0000E+00
      40.00000    2.9293E-03    0.0000E+00    1.1497E+00    0.0000E+00
      40.10000    2.7806E-03    0.0000E+00    1.1208E+00    0.0000E+00
      40.20000    2.6413E-03    0.0000E+00    1.0928E+00    0.0000E+00
      40.30000    2.5106E-03    0.0000E+00    1.0659E+00    0.0000E+00
      40.40000    2.3880E-03    0.0000E+00    1.0399E+00    0.0000E+00
      40.50000    2.2731E-03    0.0000E+00    1.0148E+00    0.0000E+00
      40.60000    2.1652E-03    0.0000E+00    9.9058E-01    0.0000E+00
      40.70000    2.0641E-03    0.0000E+00    9.6730E-01    0.0000E+00
      40.80000    1.9691E-03    0.0000E+00    9.4491E-01    0.0000E+00
      40.90000    1.9098E-03    0.0000E+00    9.3801E-01    0.0000E+00
      41.00000    1.8665E-03    0.0000E+00    9.3801E-01    0.0000E+00
      41.10000    1.8250E-03    0.0000E+00    9.3801E-01    0.0000E+00
      41.20000    1.7850E-03    0.0000E+00    9.3801E-01    0.0000E+00
      41.30000    1.7465E-03    0.0000E+00    9.3801E-01    0.0000E+00
      41.40000    1.7095E-03    0.0000E+00    9.3801E-01    0.0000E+00
      41.50000    1.6738E-03    0.0000E+00    9.3801E-01    0.0000E+00
      41.60000    1.6471E-03    0.0000E+00    9.3801E-01    0.0000E+00
      41.70000    1.6354E-03    0.0000E+00    9.3801E-01    0.0000E+00
      41.80000    1.6381E-03    0.0000E+00    9.3801E-01    0.0000E+00
      41.90000    1.6553E-03    0.0000E+00    9.3801E-01    0.0000E+00
      42.00000    1.6869E-03    0.0000E+00    9.3801E-01    0.0000E+00
      42.10000    1.7231E-03    0.0000E+00    9.3801E-01    0.0000E+00
      42.20000    1.7608E-03    0.0000E+00    9.3801E-01    0.0000E+00
      42.30000    1.7998E-03    0.0000E+00    9.3801E-01    0.0000E+00
      42.40000    1.8405E-03    0.0000E+00    9.3801E-01    0.0000E+00
      42.50000    1.8827E-03    0.0000E+00    9.3801E-01    0.0000E+00
      42.60000    1.9267E-03    0.0000E+00    9.3801E-01    0.0000E+00
      42.70000    1.9457E-03    0.0000E+00    9.2532E-01    0.0000E+00
      42.80000    1.9536E-03    0.0000E+00    9.0717E-01    0.0000E+00
      42.90000    1.9627E-03    0.0000E+00    8.8952E-01    0.0000E+00
      43.00000    1.9730E-03    0.0000E+00    8.7240E-01    0.0000E+00
      43.10000    1.9846E-03    0.0000E+00    8.5580E-01    0.0000E+00
      43.20000    1.9978E-03    0.0000E+00    8.3976E-01    0.0000E+00
      43.30000    2.0125E-03    0.0000E+00    8.2428E-01    0.0000E+00
      43.40000    2.0290E-03    0.0000E+00    8.0938E-01    0.0000E+00
      43.50000    2.0473E-03    0.0000E+00    7.9509E-01    0.0000E+00
      43.60000    2.0677E-03    0.0000E+00    7.8141E-01    0.0000E+00
      43.70000    2.0904E-03    0.0000E+00    7.6837E-01    0.0000E+00
      43.80000    2.1154E-03    0.0000E+00    7.5597E-01    0.0000E+00
      43.90000    2.1431E-03    0.0000E+00    7.4425E-01    0.0000E+00
      44.00000    2.1737E-03    0.0000E+00    7.3322E-01    0.0000E+00
      44.10000    2.2074E-03    0.0000E+00    7.2289E-01    0.0000E+00
      44.20000    2.2445E-03    0.0000E+00    7.1328E-01    0.0000E+00
      44.30000    2.2853E-03    0.0000E+00    7.0441E-01    0.0000E+00
      44.40000    2.3302E-03    0.0000E+00    6.9631E-01    0.0000E+00
      44.50000    2.3794E-03    0.0000E+00    6.8898E-01    0.0000E+00
      44.60000    2.4335E-03    0.0000E+00    6.8245E-01    0.0000E+00
      44.70000    2.4928E-03    0.0000E+00    6.7673E-01    0.0000E+00
      44.80000    2.5578E-03    0.0000E+00    6.7185E-01    0.0000E+00
      44.90000    2.6291E-03    0.0000E+00    6.6783E-01    0.0000E+00
      45.00000    2.7072E-03    0.0000E+00    6.6467E-01    0.0000E+00
      45.10000    2.7961E-03    0.0000E+00    6.6322E-01    0.0000E+00
      45.20000    2.8958E-03    0.0000E+00    6.6322E-01    0.0000E+00
      45.30000    3.0005E-03    0.0000E+00    6.6322E-01    0.0000E+00
      45.40000    3.1074E-03    0.0000E+00    6.6256E-01    0.0000E+00
      45.50000    3.2183E-03    0.0000E+00    6.6159E-01    0.0000E+00
      45.60000    3.3398E-03    0.0000E+00    6.6160E-01    0.0000E+00
      45.70000    3.4730E-03    0.0000E+00    6.6261E-01    0.0000E+00
      45.80000    3.6188E-03    0.0000E+00    6.6462E-01    0.0000E+00
      45.90000    3.7785E-03    0.0000E+00    6.6768E-01    0.0000E+00
      46.00000    3.9534E-03    0.0000E+00    6.7178E-01    0.0000E+00
      46.10000    4.1450E-03    0.0000E+00    6.7697E-01    0.0000E+00
      46.20000    4.3548E-03    0.0000E+00    6.8325E-01    0.0000E+00
      46.30000    4.5845E-03    0.0000E+00    6.9066E-01    0.0000E+00
      46.40000    4.8360E-03    0.0000E+00    6.9920E-01    0.0000E+00
      46.50000    5.1113E-03    0.0000E+00    7.0891E-01    0.0000E+00
      46.60000    5.4127E-03    0.0000E+00    7.1980E-01    0.0000E+00
      46.70000    5.7426E-03    0.0000E+00    7.3190E-01    0.0000E+00
      46.80000    6.1037E-03    0.0000E+00    7.4523E-01    0.0000E+00
      46.90000    6.4987E-03    0.0000E+00    7.5981E-01    0.0000E+00
      47.00000    6.9308E-03    0.0000E+00    7.7566E-01    0.0000E+00
      47.10000    7.4032E-03    0.0000E+00    7.9281E-01    0.0000E+00
      47.20000    7.9197E-03    0.0000E+00    8.1127E-01    0.0000E+00
      47.30000    8.4839E-03    0.0000E+00    8.3108E-01    0.0000E+00
      47.40000    9.1000E-03    0.0000E+00    8.5225E-01    0.0000E+00
      47.50000    9.7723E-03    0.0000E+00    8.7480E-01    0.0000E+00
      47.60000    1.0506E-02    0.0000E+00    8.9877E-01    0.0000E+00
      47.70000    1.1304E-02    0.0000E+00    9.2416E-01    0.0000E+00
      47.80000    1.2128E-02    0.0000E+00    9.4741E-01    0.0000E+00
      47.90000    1.2691E-02    0.0000E+00    9.4741E-01    0.0000E+00
      48.00000    1.3280E-02    0.0000E+00    9.4741E-01    0.0000E+00
      48.10000    1.3893E-02    0.0000E+00    9.4741E-01    0.0000E+00
      48.20000    1.4529E-02    0.0000E+00    9.4741E-01    0.0000E+00
      48.30000    1.5189E-02    0.0000E+00    9.4741E-01    0.0000E+00
      48.40000    1.5872E-02    0.0000E+00    9.4741E-01    0.0000E+00
      48.50000    1.6560E-02    0.0000E+00    9.4741E-01    0.0000E+00
      48.60000    1.7151E-02    0.0000E+00    9.4741E-01    0.0000E+00
      48.70000    1.7607E-02    0.0000E+00    9.4741E-01    0.0000E+00
      48.80000    1.7912E-02    0.0000E+00    9.4741E-01    0.0000E+00
      48.90000    1.8057E-02    0.0000E+00    9.4741E-01    0.0000E+00
      49.00000    1.8079E-02    0.0000E+00    9.4741E-01    0.0000E+00
      49.10000    1.8069E-02    0.0000E+00    9.4741E-01    0.0000E+00
      49.20000    1.8032E-02    0.0000E+00    9.4741E-01    0.0000E+00
      49.30000    1.7968E-02    0.0000E+00    9.4741E-01    0.0000E+00
      49.40000    1.7879E-02    0.0000E+00    9.4741E-01    0.0000E+00
      49.50000    1.7766E-02    0.0000E+00    9.4741E-01    0.0000E+00
      49.60000    1.7699E-02    0.0000E+00    9.5108E-01    0.0000E+00
      49.70000    1.8068E-02    0.0000E+00    9.7954E-01    0.0000E+00
      49.80000    1.8422E-02    0.0000E+00    1.0088E+00    0.0000E+00
      49.90000    1.8760E-02    0.0000E+00    1.0389E+00    0.0000E+00
      50.00000    1.9082E-02    0.0000E+00    1.0696E+00    0.0000E+00
      50.10000    1.9387E-02    0.0000E+00    1.1011E+00    0.0000E+00
      50.20000    1.9675E-02    0.0000E+00    1.1332E+00    0.0000E+00
      50.30000    1.9945E-02    0.0000E+00    1.1660E+00    0.0000E+00
      50.40000    2.0197E-02    0.0000E+00    1.1993E+00    0.0000E+00
      50.50000    2.0431E-02    0.0000E+00    1.2332E+00    0.0000E+00
      50.60000    2.0648E-02    0.0000E+00    1.2676E+00    0.0000E+00
      50.70000    2.0847E-02    0.0000E+00    1.3024E+00    0.0000E+00
      50.80000    2.1031E-02    0.0000E+00    1.3377E+00    0.0000E+00
      50.90000    2.1197E-02    0.0000E+00    1.3734E+00    0.0000E+00
      51.00000    2.1349E-02    0.0000E+00    1.4095E+00    0.0000E+00
      51.10000    2.1486E-02    0.0000E+00    1.4459E+00    0.0000E+00
      51.20000    2.1608E-02    0.0000E+00    1.4826E+00    0.0000E+00
      51.30000    2.1718E-02    0.0000E+00    1.5196E+00    0.0000E+00
      51.40000    2.1815E-02    0.0000E+00    1.5568E+00    0.0000E+00
      51.50000    2.1900E-02    0.0000E+00    1.5943E+00    0.0000E+00
      51.60000    2.1975E-02    0.0000E+00    1.6319E+00    0.0000E+00
      51.70000    2.2041E-02    0.0000E+00    1.6696E+00    0.0000E+00
      51.80000    2.2097E-02    0.0000E+00    1.7075E+00    0.0000E+00
      51.90000    2.2145E-02    0.0000E+00    1.7455E+00    0.0000E+00
      52.00000    2.2187E-02    0.0000E+00    1.7835E+00    0.0000E+00
      52.10000    2.1825E-02    0.0000E+00    1.7890E+00    0.0000E+00
      52.20000    2.1406E-02    0.0000E+00    1.7890E+00    0.0000E+00
      52.30000    2.1000E-02    0.0000E+00    1.7890E+00    0.0000E+00
      52.40000    2.0966E-02    0.0000E+00    1.8202E+00    0.0000E+00
      52.50000    2.0991E-02    0.0000E+00    1.8567E+00    0.0000E+00
      52.60000    2.1014E-02    0.0000E+00    1.8930E+00    0.0000E+00
      52.70000    2.1035E-02    0.0000E+00    1.9293E+00    0.0000E+00
      52.80000    2.1055E-02    0.0000E+00    1.9654E+00    0.0000E+00
      52.90000    2.1075E-02    0.0000E+00    2.0014E+00    0.0000E+00
      53.00000    2.1095E-02    0.0000E+00    2.0372E+00    0.0000E+00
      53.10000    2.1115E-02    0.0000E+00    2.0728E+00    0.0000E+00
      53.20000    2.1137E-02    0.0000E+00    2.1082E+00    0.0000E+00
      53.30000    2.1161E-02    0.0000E+00    2.1433E+00    0.0000E+00
      53.40000    2.1188E-02    0.0000E+00    2.1782E+00    0.0000E+00
      53.50000    2.1217E-02    0.0000E+00    2.2128E+00    0.0000E+00
      53.60000    2.1249E-02    0.0000E+00    2.2470E+00    0.0000E+00
      53.70000    2.1286E-02    0.0000E+00    2.2810E+00    0.0000E+00
      53.80000    2.1326E-02    0.0000E+00    2.3146E+00    0.0000E+00
      53.90000    2.1371E-02    0.0000E+00    2.3478E+00    0.0000E+00
      54.00000    2.1421E-02    0.0000E+00    2.3807E+00    0.0000E+00
      54.10000    2.1476E-02    0.0000E+00    2.4131E+00    0.0000E+00
      54.20000    2.1536E-02    0.0000E+00    2.4451E+00    0.0000E+00
      54.30000    2.1602E-02    0.0000E+00    2.4767E+00    0.0000E+00
      54.40000    2.1674E-02    0.0000E+00    2.5078E+00    0.0000E+00
      54.50000    2.1752E-02    0.0000E+00    2.5385E+00    0.0000E+00
      54.60000    2.1835E-02    0.0000E+00    2.5687E+00    0.0000E+00
      54.70000    2.1925E-02    0.0000E+00    2.5983E+00    0.0000E+00
      54.80000    2.1880E-02    0.0000E+00    2.6107E+00    0.0000E+00
      54.90000    2.1742E-02    0.0000E+00    2.6107E+00    0.0000E+00
      55.00000    2.1617E-02    0.0000E+00    2.6107E+00    0.0000E+00
      55.10000    2.1502E-02    0.0000E+00    2.6107E+00    0.0000E+00
      55.20000    2.1397E-02    0.0000E+00    2.6107E+00    0.0000E+00
      55.30000    2.1300E-02    0.0000E+00    2.6107E+00    0.0000E+00
      55.40000    2.1210E-02    0.0000E+00    2.6107E+00    0.0000E+00
      55.50000    2.1204E-02    0.0000E+00    2.6107E+00    0.0000E+00
      55.60000    2.1380E-02    0.0000E+00    2.6107E+00    0.0000E+00
      55.70000    2.1734E-02    0.0000E+00    2.6107E+00    0.0000E+00
      55.80000    2.2270E-02    0.0000E+00    2.6107E+00    0.0000E+00
      55.90000    2.2996E-02    0.0000E+00    2.6107E+00    0.0000E+00
      56.00000    2.3786E-02    0.0000E+00    2.6107E+00    0.0000E+00
      56.10000    2.4582E-02    0.0000E+00    2.6107E+00    0.0000E+00
      56.20000    2.5382E-02    0.0000E+00    2.6107E+00    0.0000E+00
      56.30000    2.6183E-02    0.0000E+00    2.6107E+00    0.0000E+00
      56.40000    2.6985E-02    0.0000E+00    2.6107E+00    0.0000E+00
      56.50000    2.7785E-02    0.0000E+00    2.6107E+00    0.0000E+00
      56.60000    2.8719E-02    0.0000E+00    2.6229E+00    0.0000E+00
      56.70000    2.9756E-02    0.0000E+00    2.6440E+00    0.0000E+00
      56.80000    3.0803E-02    0.0000E+00    2.6650E+00    0.0000E+00
      56.90000    3.1857E-02    0.0000E+00    2.6859E+00    0.0000E+00
      57.00000    3.2918E-02    0.0000E+00    2.7067E+00    0.0000E+00
      57.10000    3.3987E-02    0.0000E+00    2.7274E+00    0.0000E+00
      57.20000    3.5063E-02    0.0000E+00    2.7480E+00    0.0000E+00
      57.30000    3.6147E-02    0.0000E+00    2.7685E+00    0.0000E+00
      57.40000    3.7239E-02    0.0000E+00    2.7889E+00    0.0000E+00
      57.50000    3.8339E-02    0.0000E+00    2.8092E+00    0.0000E+00
      57.60000    3.9449E-02    0.0000E+00    2.8295E+00    0.0000E+00
      57.70000    4.0568E-02    0.0000E+00    2.8496E+00    0.0000E+00
      57.80000    4.1700E-02    0.0000E+00    2.8697E+00    0.0000E+00
      57.90000    4.2843E-02    0.0000E+00    2.8898E+00    0.0000E+00
      58.00000    4.4000E-02    0.0000E+00    2.9097E+00    0.0000E+00
      58.10000    4.5172E-02    0.0000E+00    2.9296E+00    0.0000E+00
      58.20000    4.6360E-02    0.0000E+00    2.9495E+00    0.0000E+00
      58.30000    4.7566E-02    0.0000E+00    2.9693E+00    0.0000E+00
      58.40000    4.8791E-02    0.0000E+00    2.9890E+00    0.0000E+00
      58.50000    5.0035E-02    0.0000E+00    3.0088E+00    0.0000E+00
      58.60000    5.1301E-02    0.0000E+00    3.0285E+00    0.0000E+00
      58.70000    5.2589E-02    0.0000E+00    3.0481E+00    0.0000E+00
      58.80000    5.3900E-02    0.0000E+00    3.0678E+00    0.0000E+00
      58.90000    5.5235E-02    0.0000E+00    3.0875E+00    0.0000E+00
      59.00000    5.6487E-02    0.0000E+00    3.1012E+00    0.0000E+00
      59.10000    5.7505E-02    0.0000E+00    3.1012E+00    0.0000E+00
      59.20000    5.8535E-02    0.0000E+00    3.1012E+00    0.0000E+00
      59.30000    5.9687E-02    0.0000E+00    3.1070E+00    0.0000E+00
      59.40000    6.1117E-02    0.0000E+00    3.1261E+00    0.0000E+00
      59.50000    6.2571E-02    0.0000E+00    3.1454E+00    0.0000E+00
      59.60000    6.4050E-02    0.0000E+00    3.1646E+00    0.0000E+00
      59.70000    6.5552E-02    0.0000E+00    3.1839E+00    0.0000E+00
      59.80000    6.7077E-02    0.0000E+00    3.2033E+00    0.0000E+00
      59.90000    6.8624E-02    0.0000E+00    3.2228E+00    0.0000E+00
      60.00000    7.0190E-02    0.0000E+00    3.2424E+00    0.0000E+00
      60.10000    7.1773E-02    0.0000E+00    3.2620E+00    0.0000E+00
      60.20000    7.3372E-02    0.0000E+00    3.2818E+00    0.0000E+00
      60.30000    7.4982E-02    0.0000E+00    3.3017E+00    0.0000E+00
      60.40000    7.6601E-02    0.0000E+00    3.3218E+00    0.0000E+00
      60.50000    7.8226E-02    0.0000E+00    3.3420E+00    0.0000E+00
      60.60000    7.9851E-02    0.0000E+00    3.3623E+00    0.0000E+00
      60.70000    8.1472E-02    0.0000E+00    3.3829E+00    0.0000E+00
      60.80000    8.3085E-02    0.0000E+00    3.4036E+00    0.0000E+00
      60.90000    8.4684E-02    0.0000E+00    3.4246E+00    0.0000E+00
      61.00000    8.6262E-02    0.0000E+00    3.4457E+00    0.0000E+00
      61.10000    8.7814E-02    0.0000E+00    3.4671E+00    0.0000E+00
      61.20000    8.9333E-02    0.0000E+00    3.4888E+00    0.0000E+00
      61.30000    9.0812E-02    0.0000E+00    3.5107E+00    0.0000E+00
      61.40000    9.2243E-02    0.0000E+00    3.5329E+00    0.0000E+00
      61.50000    9.3620E-02    0.0000E+00    3.5554E+00    0.0000E+00
      61.60000    9.4933E-02    0.0000E+00    3.5782E+00    0.0000E+00
      61.70000    9.6160E-02    0.0000E+00    3.6007E+00    0.0000E+00
      61.80000    9.6693E-02    0.0000E+00    3.6007E+00    0.0000E+00
      61.90000    9.7122E-02    0.0000E+00    3.6007E+00    0.0000E+00
      62.00000    9.7442E-02    0.0000E+00    3.6007E+00    0.0000E+00
      62.10000    9.7648E-02    0.0000E+00    3.6007E+00    0.0000E+00
      62.20000    9.7733E-02    0.0000E+00    3.6007E+00    0.0000E+00
      62.30000    9.7695E-02    0.0000E+00    3.6007E+00    0.0000E+00
      62.40000    9.7448E-02    0.0000E+00    3.6007E+00    0.0000E+00
      62.50000    9.6159E-02    0.0000E+00    3.6007E+00    0.0000E+00
      62.60000    9.3656E-02    0.0000E+00    3.6007E+00    0.0000E+00
      62.70000    9.0065E-02    0.0000E+00    3.6007E+00    0.0000E+00
      62.80000    8.5571E-02    0.0000E+00    3.6007E+00    0.0000E+00
      62.90000    8.0608E-02    0.0000E+00    3.6007E+00    0.0000E+00
      63.00000    7.5954E-02    0.0000E+00    3.6007E+00    0.0000E+00
      63.10000    7.1637E-02    0.0000E+00    3.6007E+00    0.0000E+00
      63.20000    6.7635E-02    0.0000E+00    3.6007E+00    0.0000E+00
      63.30000    6.3923E-02    0.0000E+00    3.6007E+00    0.0000E+00
      63.40000    6.0482E-02    0.0000E+00    3.6007E+00    0.0000E+00
